,0
3600,"[array([-444.26688  ,   89.19468  ,   -1.2623959,   46.161247 ,
         -3.5703416,    0.5336463,  -12.189692 ,  -10.476523 ,
         -3.29378  ,    7.9046507,  -20.85309  ,   16.653845 ,
        -10.669685 ,    7.697402 ,   -5.536148 ,   -3.4594293,
          1.5776849,   -4.227064 ,   -9.5195875,   -3.4701822,
         -7.22123  ,   -5.4725676,   -4.822958 ,   -2.9949367,
         -9.416679 ,   -3.4397159,   -2.6398003,   -5.430839 ,
         -1.4816191,   -2.6944177,   -8.681972 ,   -3.7568018,
        -10.353476 ,   -2.5256999,    3.2615108,   17.388168 ,
         29.898876 ,   32.491592 ,   29.595749 ,   15.670288 ],
      dtype=float32), 2, 'calm']"
3601,"[array([-3.1563623e+02,  5.5205509e+01, -2.5329250e+01,  1.2354854e+01,
       -2.0347025e+01, -9.3483076e+00, -2.4723885e+01, -3.6025975e+00,
       -1.7009783e+01,  3.7458844e-02, -1.4015768e+01,  9.6280661e+00,
       -1.0501855e+01,  9.2159882e+00, -1.0440499e+01,  8.4927044e+00,
       -2.6187639e+00,  1.2649820e+00, -6.7561841e-01,  7.1722078e+00,
       -7.2379303e+00,  1.3018037e+00, -7.2290001e+00,  2.3277070e-01,
       -7.3266429e-01,  4.4299355e-01,  1.0691457e+00,  2.8327644e+00,
        4.0672226e+00,  7.2566686e+00,  5.9074316e+00,  9.2055101e+00,
        7.4217353e+00,  6.5742264e+00,  8.1972609e+00,  5.7103982e+00,
        3.7736213e+00,  1.3081794e+00,  1.4403358e+00,  2.4472089e-01],
      dtype=float32), 8, 'surprise']"
3602,"[array([-3.71229248e+02,  8.06736526e+01,  1.71242027e+01,  4.81344185e+01,
       -1.40057602e+01,  6.79694557e+00, -8.76405430e+00, -6.92658615e+00,
       -2.37377763e+00, -5.70136786e-01, -1.56552858e+01,  4.86422157e+00,
       -1.30487833e+01,  1.01609840e+01, -1.21428995e+01, -3.31676863e-02,
       -6.55531108e-01, -3.23816204e+00, -1.16507072e+01, -2.55292869e+00,
       -5.80016947e+00, -5.97055483e+00, -5.21465123e-01,  3.72128510e+00,
        3.00081873e+00,  3.49651957e+00, -1.63680911e+00, -5.42018509e+00,
        2.22941303e+00,  3.18788671e+00,  6.93498707e+00,  1.22613268e+01,
        3.76289845e+00, -2.39920235e+00, -4.88803595e-01,  1.02999067e+00,
        5.34282637e+00,  4.70985603e+00,  8.44082355e+00,  5.20441246e+00],
      dtype=float32), 4, 'sad']"
3603,"[array([-3.3903894e+02,  4.2536827e+01, -2.4625620e+01,  3.5382183e+01,
       -2.2637024e+01, -8.2692442e+00, -2.5581367e+00, -1.9996466e+01,
       -1.5020565e+01, -2.9569647e+00, -2.4845400e+01,  1.6957634e+01,
       -1.8913689e+01,  1.0618897e+01, -6.2037487e+00, -1.7631735e+00,
       -4.3029699e+00, -6.4694947e-01, -7.6991348e+00,  5.8232741e+00,
       -4.6931763e+00, -3.4518783e+00, -8.9946527e+00, -3.9629881e+00,
        2.7895680e-01,  1.2219689e-01,  4.5814743e+00,  1.1433292e+01,
        1.1227971e+01,  1.3848975e+01,  6.3542576e+00,  1.0208981e+01,
        4.1099052e+00,  1.3177596e+00,  4.1321297e+00,  5.5156136e+00,
        6.2683697e+00,  5.3678150e+00,  3.0803022e+00,  4.1525617e+00],
      dtype=float32), 5, 'angry']"
3604,"[array([-4.36598969e+02,  8.23664551e+01, -1.57956636e+00,  3.79488907e+01,
       -8.78402710e+00,  2.62158990e+00, -1.47213364e+01, -1.21844492e+01,
       -1.45414915e+01, -5.06121540e+00, -1.08012524e+01,  5.87261915e+00,
       -1.50862188e+01,  4.77665377e+00, -8.44890881e+00, -1.00813484e+00,
        1.67678595e+00, -6.96173859e+00, -7.58745575e+00,  5.80859721e-01,
       -6.70491934e+00,  9.44049299e-01, -5.09926748e+00,  2.94621676e-01,
       -6.42480701e-02, -1.98162568e+00, -5.41455209e-01,  3.68399453e+00,
        8.61267865e-01,  5.47018194e+00, -9.87008572e-01,  3.32382607e+00,
        8.61288548e-01, -4.44036961e-01,  3.50432134e+00,  1.81690621e+00,
        4.97818947e+00,  2.21721244e+00,  4.39784718e+00,  2.61218452e+00],
      dtype=float32), 7, 'disgust']"
3605,"[array([-3.2631540e+02,  5.5567856e+01, -1.5537306e+01,  3.6260910e+01,
       -3.6891692e+00, -4.4312720e+00, -3.8372514e+00, -2.7060437e+00,
       -1.2601565e+01,  7.8300529e+00, -2.6336418e+01,  1.1196846e+01,
       -1.0799004e+01, -6.4936742e-02, -1.2590173e+00, -2.2633994e+00,
       -3.2109911e+00,  1.2149826e+01,  1.6422411e+00,  1.8681702e+01,
        1.0025567e+01,  7.5326896e+00, -5.0016117e+00,  1.9898524e+00,
       -2.1278791e+00,  5.0185318e+00, -1.6513675e+00, -1.5973549e+00,
       -2.0071280e+00,  4.1573935e+00,  1.3325400e+00,  2.6729615e+00,
       -7.1651163e+00, -3.4022484e+00, -6.8287052e-02,  3.8687303e+00,
        9.9849820e-01,  1.9147410e+00,  7.7322779e+00,  1.1236218e+00],
      dtype=float32), 6, 'fearful']"
3606,"[array([-3.0621924e+02,  4.1184875e+01, -1.3018702e+01,  3.9033581e+01,
       -1.0759383e+01, -2.4619491e+00, -1.4248760e+01, -1.4514983e+01,
       -1.0478901e+01, -7.1665602e+00, -1.9559797e+01,  1.2129414e+01,
       -2.1168495e+01,  7.8220296e+00, -7.8220382e+00, -8.0836611e+00,
        4.3438601e+00, -1.9767886e+00, -3.8347244e+00,  3.0742948e+00,
       -1.1331594e+01, -5.3678331e+00, -5.2871633e+00,  4.1518021e+00,
        9.2512054e+00,  5.8374863e+00,  2.0904081e+00, -4.6070531e-02,
        3.7237806e+00,  1.0562357e+01,  8.1758080e+00,  6.1762128e+00,
        4.0064373e+00,  5.4391708e+00,  8.7715158e+00,  8.9030647e+00,
        6.9100118e+00,  1.1828012e+00, -6.2481456e+00, -3.9437811e+00],
      dtype=float32), 3, 'happy']"
3607,"[array([-4.1448160e+02,  7.6784302e+01, -1.3755096e+01,  4.4176212e+01,
       -1.5814950e+00, -5.7610636e+00, -8.9375963e+00, -4.7370887e+00,
       -1.2494750e+01,  6.5979977e+00, -2.1953629e+01,  1.7604990e+01,
       -9.6178961e+00,  2.3906736e+00, -7.1515244e-01, -5.0427151e+00,
       -2.4440505e-02, -2.6506236e-01, -1.3295749e+01,  1.4832015e+00,
       -5.8614798e+00, -5.9292588e+00, -8.0632381e+00, -4.0032873e+00,
       -6.0220089e+00, -2.0606880e+00, -2.0699525e+00, -9.9303089e-02,
       -7.4660459e+00, -3.7952664e+00, -7.9938488e+00,  8.3432732e+00,
        1.7701563e+01,  3.2330399e+01,  3.8115425e+01,  2.7662296e+01,
        1.6242525e+01, -2.8895273e+00, -4.4442711e+00,  4.8343268e-01],
      dtype=float32), 2, 'calm']"
3608,"[array([-373.86395   ,   61.53551   ,  -11.667512  ,   26.225916  ,
        -25.724144  ,   -4.0269957 ,  -11.82561   ,  -11.031196  ,
        -18.142096  ,   -0.59870285,  -18.029762  ,   10.169029  ,
        -15.427504  ,    8.853649  ,   -7.3907943 ,    9.325931  ,
          5.0506163 ,    7.064836  ,   -2.9023123 ,    6.179683  ,
         -5.706132  ,    6.434067  ,   -7.1233826 ,   -2.5778604 ,
         -4.4253545 ,   -3.879176  ,   -1.7209741 ,    4.866439  ,
          4.4565177 ,    8.125211  ,    7.219038  ,   10.568092  ,
         10.840399  ,    6.7654233 ,    6.7654433 ,    7.7482038 ,
          7.6664724 ,    4.6611686 ,    1.5213033 ,    2.7429216 ],
      dtype=float32), 8, 'surprise']"
3609,"[array([-4.1641910e+02,  7.5998108e+01,  2.5279516e+01,  4.7971432e+01,
       -1.0885156e+00,  7.0868106e+00, -8.9339752e+00, -8.6687059e+00,
       -9.9299078e+00, -4.2691669e+00, -1.3442500e+01,  5.3716111e+00,
       -1.5826120e+01,  7.7978873e+00, -1.0516125e+01, -3.2026565e+00,
       -5.1729608e-01, -3.1229677e+00, -8.5702715e+00, -3.1640215e+00,
       -9.6677837e+00, -7.5509367e+00, -8.3587618e+00, -2.0677848e+00,
       -2.0460275e-01,  4.8984118e+00,  3.9903653e+00,  2.0780621e+00,
        9.9525511e-01, -3.5223444e+00, -3.5558243e+00,  6.6207700e+00,
        5.5579619e+00,  9.4529390e+00,  5.4250655e+00,  4.6758580e+00,
        4.2597098e+00,  3.9300990e+00,  9.9455776e+00,  9.2638950e+00],
      dtype=float32), 4, 'sad']"
3610,"[array([-3.6086102e+02,  5.4666348e+01, -8.3189306e+00,  2.8381392e+01,
       -2.2973795e+01,  5.0439787e+00, -6.8628449e+00, -2.0251503e+01,
       -1.1867193e+01, -3.0500977e+00, -2.3446348e+01,  1.6149538e+01,
       -1.7821180e+01,  9.9086113e+00, -5.9533186e+00, -4.4766879e+00,
       -8.4514177e-01, -2.2387094e+00, -8.3721704e+00,  4.6219769e+00,
       -5.2208729e+00,  1.1644751e+00, -5.6969309e+00, -3.4072065e+00,
       -2.8164320e+00, -1.9260083e+00, -2.4163888e+00,  3.5475519e-01,
        3.1680105e+00,  8.8720284e+00,  1.3579085e+01,  1.8163033e+01,
        1.4099841e+01,  1.0463426e+01,  3.5971575e+00,  3.9628723e+00,
        3.6288195e+00,  5.2663794e+00,  7.2507205e+00,  2.3071084e+00],
      dtype=float32), 5, 'angry']"
3611,"[array([-4.2493500e+02,  9.4945755e+01, -7.8780708e+00,  2.1423431e+01,
       -1.1206701e+01,  1.2563815e+01, -1.4366883e+01, -2.2579969e+01,
       -1.2673449e+01, -3.3169017e+00, -1.3458271e+01,  9.7679958e+00,
       -1.5640883e+01,  4.7837849e+00, -5.0453019e+00, -5.5515904e+00,
        1.0745058e+00, -4.8265157e+00, -6.5229502e+00,  5.5348359e-02,
       -7.1020713e+00, -1.3406993e+00, -2.9077532e+00, -1.3425556e+00,
       -1.6057250e-01, -1.5046368e+00, -5.0785959e-01,  4.4390683e+00,
        1.4022676e+00,  5.1329966e+00,  2.0555654e+00,  2.6469193e+00,
        2.4337876e+00,  1.0267321e+00,  6.7460179e+00,  3.5340257e+00,
        8.3301888e+00,  5.8205671e+00,  3.5367246e+00,  3.4658954e+00],
      dtype=float32), 7, 'disgust']"
3612,"[array([-3.2634088e+02,  4.3651035e+01, -1.6800917e+01,  2.8464241e+01,
       -1.8645432e+00, -1.8578545e+00, -1.3382662e+01, -3.7723796e+00,
       -1.3642030e+01,  8.2606277e+00, -2.7349171e+01,  1.4431534e+01,
       -9.9100847e+00, -4.4734007e-01, -1.7233911e+00, -1.8853064e+00,
       -9.3587112e+00,  1.2017455e+01, -3.7681506e+00,  1.6398451e+01,
        1.3516259e+01,  6.0588031e+00, -1.3654202e+00,  3.9285316e+00,
       -2.0039587e+00,  1.0164327e+01, -9.0252715e-01, -7.8646213e-01,
       -2.1401005e+00, -8.5528153e-01,  1.2150033e+00,  2.4435990e+00,
       -8.4022436e+00, -4.6885042e+00, -1.4795793e+00,  2.9629140e+00,
        2.0998207e-01,  1.4591953e+00,  8.6483021e+00,  7.5476341e+00],
      dtype=float32), 6, 'fearful']"
3613,"[array([-3.0579111e+02,  4.2942390e+01, -2.5076061e+01,  3.6369724e+01,
       -1.4174446e+01, -9.8467550e+00, -1.5841566e+01, -1.2402672e+01,
       -7.4750656e-01, -1.1482381e+01, -1.2132579e+01,  1.3563622e+01,
       -2.0606115e+01,  7.6847467e+00, -9.7902899e+00, -2.8694689e+00,
       -2.6509175e-01,  4.2141688e-01, -4.8323927e+00,  1.0328038e+00,
       -3.0625572e+00,  4.8274274e+00,  3.6501896e+00,  3.8590572e+00,
       -3.7576857e+00, -2.9276321e+00, -1.5664297e+00,  5.1638184e+00,
        1.3729227e+01,  8.0738544e+00,  2.8995104e+00,  7.3364897e+00,
        1.0680999e+01,  1.0222192e+01,  3.9943714e+00, -2.3258553e+00,
       -1.0435346e+00, -2.9082711e+00, -4.4895515e+00, -1.8695081e+00],
      dtype=float32), 3, 'happy']"
3614,"[array([-4.2773495e+02,  8.1180168e+01, -2.2389570e-01,  3.6912262e+01,
       -5.2826571e+00,  1.4141373e-01, -1.4002275e+01, -8.1231804e+00,
       -6.0617867e+00,  9.2750683e+00, -2.6351910e+01,  1.7109571e+01,
       -7.7973113e+00,  3.7918868e+00, -7.9768211e-01, -5.6816282e+00,
        2.5529404e+00, -7.1916872e-01, -1.3556173e+01,  4.1022611e+00,
       -9.2733850e+00, -6.2930627e+00, -6.7353325e+00, -2.8890665e+00,
       -6.4396005e+00, -4.6243258e+00, -3.8263540e+00, -6.0647452e-01,
       -2.4984729e+00, -2.8209443e+00, -9.7767820e+00, -3.6588280e+00,
        2.5063482e-01,  1.0695532e+01,  2.5181175e+01,  3.4823357e+01,
        3.4697029e+01,  2.3048979e+01,  8.5097532e+00, -1.6276015e+00],
      dtype=float32), 2, 'calm']"
3615,"[array([-3.8291278e+02,  6.4491638e+01, -1.4959545e+01,  1.1901487e+01,
       -1.9282700e+01, -7.1573550e-01, -1.8031755e+01, -1.6421291e+01,
       -1.0392988e+01,  2.2751963e+00, -1.5630542e+01,  1.4023928e+01,
       -1.2690593e+01,  1.1686321e+01, -6.0775247e+00,  3.9817579e+00,
        3.5555720e+00,  5.9030309e+00, -6.3906593e+00,  5.0399342e+00,
       -1.9389176e+00,  6.6024079e+00, -4.5773711e+00,  1.3991849e+00,
       -7.9193115e-01,  3.4258100e-01,  6.1830276e-01,  1.2458993e+00,
        3.7250395e+00,  4.6338654e+00,  5.3519402e+00,  7.3670149e+00,
        7.7454667e+00,  6.6254611e+00,  5.2193699e+00,  2.4586692e+00,
        4.0537357e+00,  2.3159866e+00,  4.3967385e+00,  4.8538728e+00],
      dtype=float32), 8, 'surprise']"
3616,"[array([-4.11709076e+02,  8.52905121e+01,  2.10140686e+01,  4.50436668e+01,
        3.02339101e+00,  1.05178156e+01, -1.10386505e+01, -8.22731304e+00,
        2.06012890e-01, -9.78162670e+00, -1.24107542e+01,  5.71199799e+00,
       -1.22656441e+01,  7.80245829e+00, -1.37066679e+01,  2.81796932e+00,
       -2.78259563e+00, -2.37760258e+00, -1.02885342e+01, -3.49326277e+00,
       -7.92607307e+00, -5.53830051e+00, -1.03626442e+01, -1.74531996e+00,
       -7.64366865e+00,  9.45905328e-01,  4.43857670e+00,  2.08292890e+00,
        5.19122267e+00, -1.73432484e-01, -4.38176346e+00,  4.10808897e+00,
        5.27427256e-01,  8.57210732e+00,  1.07639914e+01,  3.68525267e+00,
        4.66783285e+00,  4.38465893e-01,  7.81528473e+00,  9.89202023e+00],
      dtype=float32), 4, 'sad']"
3617,"[array([-3.6364468e+02,  3.9212795e+01, -1.9687836e+00,  3.6363327e+01,
       -2.2153166e+01,  6.2408371e+00, -4.2278471e+00, -1.0683898e+01,
       -1.5355566e+01, -1.4082563e+00, -2.3194929e+01,  1.3998346e+01,
       -1.4362634e+01,  1.0447553e+01, -7.1966696e+00, -1.6909062e+00,
       -2.6434176e+00, -3.2446530e+00, -7.9233150e+00,  4.6349430e+00,
       -7.0096526e+00,  1.6198691e+00, -5.6182942e+00, -1.3653401e+00,
       -1.8576108e+00, -1.5784098e+00, -1.2987714e+00,  2.2270258e-01,
       -8.4322125e-01,  4.4794383e+00,  4.8941817e+00,  9.1922894e+00,
        1.1803636e+01,  1.2668364e+01,  1.2651478e+01,  1.1309486e+01,
        8.2579460e+00,  5.7237334e+00,  5.4493995e+00,  3.1467419e+00],
      dtype=float32), 5, 'angry']"
3618,"[array([-455.35242  ,   74.130424 ,    8.359039 ,   37.115158 ,
        -13.340559 ,    3.234139 ,  -10.81041  ,  -12.931018 ,
        -13.969463 ,   -4.0332246,   -9.080543 ,    6.4782887,
        -10.706956 ,    4.0618606,   -9.529402 ,   -2.2323916,
          1.7606978,   -6.5846176,   -6.456292 ,    1.0498224,
         -6.522422 ,    0.5212062,   -2.7043939,   -0.7823678,
         -1.0961138,   -1.8948418,   -2.124386 ,    2.2000787,
          1.6908989,    3.3278353,    2.2368803,    6.450092 ,
          6.8149714,    5.916813 ,    6.9418035,    6.358749 ,
          6.24289  ,    2.5981154,    3.4571166,    2.6274977],
      dtype=float32), 7, 'disgust']"
3619,"[array([-3.3252103e+02,  3.5253044e+01, -1.2617169e+01,  3.9934254e+01,
       -9.8024340e+00,  1.5750697e-02, -8.7418833e+00,  3.4932387e+00,
       -1.7811708e+01,  9.0462732e+00, -2.2325266e+01,  1.3175646e+01,
       -5.8250318e+00,  3.5536232e+00,  7.9103661e-01, -1.8038847e+00,
       -4.2194371e+00,  6.5325127e+00, -1.2115532e+01,  9.0614243e+00,
        5.3990216e+00,  3.9328625e+00,  1.9297065e+00,  6.9389658e+00,
        1.4332900e+00,  6.6625175e+00, -2.6580372e+00, -1.4584280e+00,
        1.9197222e-02,  5.5049306e-01,  7.1549761e-01, -7.4004799e-02,
       -6.5215607e+00, -1.9117960e+00, -2.0557158e+00,  2.5539770e+00,
       -2.3221164e+00,  3.8342500e-01,  3.6541176e+00,  1.6320394e+00],
      dtype=float32), 6, 'fearful']"
3620,"[array([-3.43483154e+02,  2.21865482e+01, -1.01346035e+01,  4.14149017e+01,
       -1.45317955e+01, -2.57146096e+00, -1.07812195e+01, -9.75948620e+00,
       -5.39711094e+00, -5.68831873e+00, -1.17059317e+01,  1.72556000e+01,
       -2.04428101e+01,  1.03368139e+01, -8.28859901e+00, -1.64309978e+00,
        2.94233680e+00, -7.30290711e-01, -4.47516346e+00,  5.10798836e+00,
       -2.40256572e+00,  5.04560471e+00,  4.47237730e+00,  1.03661804e+01,
        3.02636981e+00,  2.44746804e+00,  1.69208717e+00,  8.05115986e+00,
        1.50135527e+01,  7.33805513e+00, -1.40835369e+00, -2.83175564e+00,
        2.71082950e+00,  6.33221674e+00,  9.59320903e-01, -4.15977335e+00,
       -9.20005217e-02, -8.25234830e-01, -1.56608820e+00, -5.78576279e+00],
      dtype=float32), 3, 'happy']"
3621,"[array([-440.90976  ,   69.75926  ,    7.5102553,   44.029633 ,
         -9.693197 ,    4.231508 ,   -4.6456184,  -12.977527 ,
        -10.62596  ,    8.669856 ,  -19.876686 ,   13.365038 ,
         -8.22399  ,    7.6146617,    1.582509 ,   -5.4736276,
          2.9587865,   -1.7483237,  -14.743572 ,    5.312654 ,
         -7.2223783,   -6.0708284,   -3.462797 ,   -3.0070949,
         -5.3131123,   -3.248855 ,   -1.9937763,   -0.9519445,
         -3.7410593,   -1.3586313,   -6.3690205,   -3.2684386,
         -0.9939194,    6.1370263,   17.580576 ,   27.17874  ,
         28.69376  ,   21.595646 ,   11.223441 ,    0.7643181],
      dtype=float32), 2, 'calm']"
3622,"[array([-382.66217   ,   41.93605   ,   -4.9202433 ,   28.77364   ,
        -27.898743  ,   -0.73837686,   -8.4164715 ,  -10.7805805 ,
        -20.234745  ,    3.9379337 ,  -15.37702   ,   13.789663  ,
        -11.4279175 ,    8.233398  ,   -2.6834605 ,    6.4700456 ,
          5.134875  ,    7.191587  ,   -5.568633  ,    4.8698354 ,
         -9.220105  ,    7.2597704 ,   -5.2299805 ,    1.4449904 ,
          1.2702606 ,   -0.5762137 ,    4.4118714 ,    3.9054077 ,
          5.9105773 ,    6.801801  ,    5.581377  ,   10.496726  ,
          6.4885163 ,    7.068692  ,    6.1230335 ,    4.648669  ,
          2.8676934 ,    2.537561  ,    3.1438394 ,    3.2109656 ],
      dtype=float32), 8, 'surprise']"
3623,"[array([-4.39897552e+02,  6.94220963e+01,  2.88579731e+01,  4.81571083e+01,
       -2.61005092e+00,  1.13122787e+01, -7.80162954e+00, -8.34266472e+00,
       -6.56086397e+00, -5.56574774e+00, -8.33374691e+00,  5.68154097e+00,
       -1.08097734e+01,  9.53944874e+00, -1.03392668e+01,  2.45820832e+00,
       -1.22490525e-01, -4.35186577e+00, -1.02895021e+01, -1.36277020e+00,
       -9.10757160e+00, -5.01307487e+00, -6.56514502e+00, -1.71802294e+00,
       -2.14574313e+00,  4.88403082e+00,  6.09418917e+00,  1.41429198e+00,
        3.90137935e+00, -1.82086551e+00, -2.01587152e+00,  7.34886932e+00,
        4.18296576e+00,  1.04505987e+01,  6.30644464e+00,  5.34861612e+00,
        5.35984993e+00,  1.77082157e+00,  8.24038601e+00,  5.69868326e+00],
      dtype=float32), 4, 'sad']"
3624,"[array([-337.67365   ,   13.219869  ,   -9.492347  ,   19.6653    ,
        -23.653616  ,   -2.5882676 ,   -8.373711  ,  -11.261891  ,
        -11.330609  ,    2.443503  ,  -19.680584  ,   10.192405  ,
        -16.482927  ,   13.629567  ,   -5.9357815 ,    1.2160884 ,
         -4.31464   ,   -0.79283386,   -8.84609   ,    0.4213923 ,
         -9.02842   ,    0.8552696 ,   -4.591212  ,    2.642181  ,
          0.45804536,    6.1939793 ,    2.2011445 ,    7.746665  ,
          7.956927  ,    6.680311  ,    9.770308  ,   11.957866  ,
         10.874206  ,    8.315607  ,    3.60667   ,    3.591237  ,
          1.9343842 ,    3.6391084 ,    0.89824903,   -1.9348463 ],
      dtype=float32), 5, 'angry']"
3625,"[array([-4.1440582e+02,  6.2995792e+01,  9.8391622e-01,  2.6053692e+01,
       -1.1010935e+01,  9.9403353e+00, -1.6903790e+01, -7.3256550e+00,
       -1.1173642e+01,  4.4589767e+00, -1.4361839e+01,  8.1658335e+00,
       -1.3465432e+01,  5.8209572e+00, -8.0697718e+00, -4.0125215e-01,
       -9.4220519e-01, -1.4528776e+00, -4.7741933e+00, -1.4946367e+00,
       -6.4248672e+00, -4.2147279e+00, -3.3565788e+00,  2.3950555e+00,
       -3.1888435e+00,  3.0778923e+00, -4.4306364e+00,  1.1980215e+00,
       -7.9889834e-01,  1.7148975e+00,  2.8960741e+00,  3.0860915e+00,
        8.5977036e-01,  2.0339260e+00,  1.6053870e+00,  2.0944378e+00,
        5.1024933e+00,  5.8257146e+00,  7.4187703e+00,  4.9068499e+00],
      dtype=float32), 7, 'disgust']"
3626,"[array([-332.8272    ,   39.18405   ,  -13.5966625 ,   17.630985  ,
         -6.1352215 ,   -1.0637157 ,  -11.063645  ,   -3.513184  ,
        -19.411642  ,   10.157513  ,  -25.217623  ,   11.411835  ,
         -8.915104  ,    1.2105219 ,    1.1495394 ,   -3.4163694 ,
         -6.1202226 ,    8.835098  ,   -8.940071  ,   12.972002  ,
          3.7210698 ,    7.059697  ,    4.6320553 ,    3.8141043 ,
          3.1987693 ,   10.163234  ,    3.6983206 ,    5.5646195 ,
          1.1215973 ,   -1.2364471 ,   -4.318216  ,    1.5890062 ,
         -1.188792  ,   -0.53741777,   -5.2253623 ,    1.0861665 ,
          1.3478942 ,    0.35498267,   -1.0694165 ,    3.625312  ],
      dtype=float32), 6, 'fearful']"
3627,"[array([-3.25145782e+02,  2.80549202e+01, -1.51548214e+01,  2.98645821e+01,
       -7.55835438e+00, -2.26754689e+00, -1.61796093e+01, -5.89392376e+00,
       -6.91571665e+00, -2.25729299e+00, -1.47659025e+01,  1.20496616e+01,
       -1.71265488e+01,  7.27883911e+00, -1.06655722e+01, -7.58570910e-01,
       -1.01869285e+00,  3.32198811e+00, -7.20267773e+00,  3.27200460e+00,
       -7.56342268e+00, -7.75515318e+00,  5.45455337e-01,  3.57547235e+00,
        9.95959663e+00,  1.03479414e+01, -5.96049912e-02,  6.16904497e+00,
        4.45175743e+00,  9.50605488e+00,  6.99691486e+00,  2.65799427e+00,
        3.27060604e+00,  8.17140400e-01,  2.19944358e+00,  2.71066737e+00,
        1.31045711e+00,  3.00318599e-01, -4.01722431e+00, -3.05489564e+00],
      dtype=float32), 3, 'happy']"
